Grapheme	IPA	Note
^fumar$	f u m a ɾ
^pipa$	p i p a
^tocón$	t o k o n
^cepa$	s e p a
^tronco$	t ɾ o n k o
^rama_bifurcada$	r a m a + β i f u ɾ k a ð a
^corteza$	k o ɾ t e s a
^savia$	s a β j a
^palmera$	p a l m ɛ ɾ a
^coco$	k o k o
^cítrico$	s i t ɾ i k o
^plátano$	p l a t a n o
^banano$	b a n a n o
^baniano$	b a n j a n o
^camote$	k a m o t e
^batata$	b a t a t a
^ɲame$	ɲ a m e
^mandioca$	m a n d j o k a
^yuca$	ɟ ʝ u k a
^calabaza$	k a l a β a s a
^zapallo$	s a p a ʝ o
^calabaza$	k a l a β a s a
^calabazo$	k a l a β a s o
^bambú$	b a m b u
^caɲa_de_azúcar$	k a ɲ a + ð e + a s u k a ɾ
^barbasco$	b a ɾ β a s k o
^ortiga$	o ɾ t i ɣ a
^hongo$	o n ɡ o
^seta$	s ɛ t a
^hacer$	a s ɛ ɾ
^trabajar$	t ɾ a β a x a ɾ
^encorvar$	e n k o ɾ β a ɾ
^doblar$	d o β l a ɾ
^doblar$	d o β l a ɾ
^amarrar$	a m a r a ɾ
^atar$	a t a ɾ
^desatar$	d e s a t a ɾ
^cadena$	k a ð e n a
^cuerda$	k w ɛ ɾ ð a
^soga$	s o ɣ a
^nudo$	n u ð o
^golpear$	ɡ o l p e a ɾ
^machacar_con_el_puɲo$	m a tʃ a k a ɾ + k o n + ɛ l + p u ɲ o
^cortar$	k o ɾ t a ɾ
^tumbar$	t u m b a ɾ
^talar$	t a l a ɾ
^tajar$	t a x a ɾ
^picar$	p i k a ɾ
^apuɲalar$	a p u ɲ a l a ɾ
^cuchillo$	k u tʃ i ʝ o
^tijeras$	t i x ɛ ɾ a s
^hacha$	a tʃ a
^azuela$	a s w e l a
^quebrar$	k e β ɾ a ɾ
^quebrado$	k e β ɾ a ð o
^hender$	e n d ɛ ɾ
^partir$	p a ɾ t i ɾ
^romper$	r o m p ɛ ɾ
^rasgar$	r a s ɣ a ɾ
^desollar$	d e s o ʝ a ɾ
^frotar$	f ɾ o t a ɾ
^enjugar$	e n x u ɣ a ɾ
^alargar$	a l a ɾ ɣ a ɾ
^estirar$	ɛ s t i ɾ a ɾ
^tender$	t e n d ɛ ɾ
^tirar$	t i ɾ a ɾ
^jalar$	x a l a ɾ
^extender$	ɛ k s t e n d ɛ ɾ
^esparcir$	ɛ s p a ɾ s i ɾ
^colgar$	k o l ɣ a ɾ
^apretar$	a p ɾ ɛ t a ɾ
^oprimir$	o p ɾ i m i ɾ
^estrujar$	ɛ s t ɾ u x a ɾ
^exprimir$	ɛ k s p ɾ i m i ɾ
^vaciar$	b a s j a ɾ
^verter$	b ɛ ɾ t ɛ ɾ
^derramar$	d ɛ r a m a ɾ
^lavar$	l a β a ɾ
^barrer$	b a r ɛ ɾ
^escoba$	ɛ s k o β a
^herramienta$	ɛ r a m j e n t a
^carpintero$	k a ɾ p i n t ɛ ɾ o
^edificar$	e ð i f i k a ɾ
^construir$	k o n s t ɾ w i ɾ
^perforar$	p ɛ ɾ f o ɾ a ɾ
^ahuecar$	a w e k a ɾ
^serrucho$	s ɛ r u tʃ o
^sierra$	s j ɛ r a
^martillo$	m a ɾ t i ʝ o
^clavo$	k l a β o
^cola$	k o l a
^adhesivo$	a ð e s i β o
^herrero$	ɛ r ɛ ɾ o
^fragua$	f ɾ a ɣ w a
^yunque$	ɟ ʝ u n k e
^fundir$	f u n d i ɾ
^oro$	o ɾ o
^plata$	p l a t a
^cobre$	k o β ɾ e
^bronce$	b ɾ o n s e
^hierro$	ɟ ʝ ɛ r o
^plomo$	p l o m o
^estaɲo$	ɛ s t a ɲ o
^alfarero$	a l f a ɾ ɛ ɾ o
^moldear$	m o l d e a ɾ
^formar$	f o ɾ m a ɾ
^barro$	b a r o
^arcilla$	a ɾ s i ʝ a
^vidrio$	b i ð ɾ j o
^tejer$	t e x ɛ ɾ
^trenzar$	t ɾ e n s a ɾ
^cesto$	s ɛ s t o
^canasto$	k a n a s t o
^canasta$	k a n a s t a
^estera$	ɛ s t ɛ ɾ a
^tapete$	t a p ɛ t e
^alfombra$	a l f o m b ɾ a
^bolsa_de_malla$	b o l s a + ð e + m a ʝ a
^abanico$	a β a n i k o
^abanicar$	a β a n i k a ɾ
^aventar$	a β e n t a ɾ
^ventilar$	b e n t i l a ɾ
^esculpir$	ɛ s k u l p i ɾ
^escultor$	ɛ s k u l t o ɾ
^estatua$	ɛ s t a t w a
^escoplo$	ɛ s k o p l o
^cincel$	s i n s ɛ l
^pintura$	p i n t u ɾ a
^pintar$	p i n t a ɾ
